1.0,336.087604,0.5004367581555045,0.8483606557377049,slash
1.0,334.763541,0.5595962930992533,0.9262295081967213,slash
1.0,400.886145,-0.8713754912607161,0.9344262295081968,slash
1.0,335.120156,0.5644833677638528,0.9098360655737705,slash
1.0,400.010781,0.005601733110275342,0.9139344262295082,slash
1.0,401.520573,-0.7882981961068506,0.8114754098360656,slash
1.0,269.075157,0.013043152693932525,0.8688524590163934,slash
1.0,337.710677,0.523589639585001,0.9139344262295082,slash
1.0,476.717656,-0.9119351336092179,0.9098360655737705,slash
1.0,337.172343,0.4198026401497108,0.7172131147540983,slash
1.0,1006.629168,0.6636220718244216,0.7295081967213115,up
1.0,1005.872657,0.7603888926798235,0.8360655737704918,up
1.0,1008.897708,0.8045802889000493,0.8811475409836066,up
1.0,1545.432082,0.024767867906496932,0.889344262295082,up
1.0,1144.965208,0.8397899437405163,0.8811475409836066,up
1.0,1206.777552,0.5312322312097378,0.8114754098360656,up
1.0,1141.974531,0.586688763696366,0.9221311475409836,up
1.0,1208.337344,0.8976504184350234,0.9262295081967213,up
1.0,1074.185417,0.5596652791284085,0.9221311475409836,up
1.0,1006.806562,0.8061174188722124,0.9139344262295082,up
1.0,1140.799792,-0.8885622718013672,0.9221311475409836,down
1.0,738.341249,-0.6904478406645171,0.9016393442622951,down
1.0,1272.458384,-1.4584974991002349,0.9098360655737705,down
1.0,1276.592918,-0.8688842930405025,0.8688524590163934,down
1.0,603.899217,-1.098889536234523,0.8360655737704918,down
1.0,1343.427029,-1.4595011437378658,0.9221311475409836,down
1.0,741.074739,-1.2090783416229205,0.889344262295082,down
1.0,670.940521,-1.2016653333611504,0.889344262295082,down
1.0,739.357758,-2.9783654999179316,0.9098360655737705,down
1.0,805.675833,-0.19009271325718496,0.889344262295082,down
3.0,1882.224426,1.558988283595971,0.9098360655737705,roll
3.0,1745.632969,1.564974352930453,0.9344262295081968,roll
3.0,1812.879218,3.252540575865246,0.9344262295081968,roll
3.0,1879.079531,-1.5810058379552416,0.9467213114754098,roll
3.0,1878.141874,0.7051511783680597,0.9262295081967213,roll
3.0,1610.931771,-1.5181312133049356,0.9139344262295082,roll
3.0,1949.01479,-1.5646114579231922,0.9262295081967213,roll
3.0,3760.453122,-1.591484093777063,0.9262295081967213,roll
3.0,1745.840885,1.5541978394401923,0.9336099585062241,roll
3.0,1743.762395,1.55609462566282,0.9253112033195021,roll
1.0,1408.632396,0.032140669937020805,0.9875518672199171,hide
1.0,1543.014218,0.017485898928797372,0.979253112033195,hide
1.0,1142.351666,-0.14983741864053796,0.979253112033195,hide
1.0,1275.141719,0.21082192092306695,0.979253112033195,hide
1.0,1542.130989,-0.2839568551554649,0.991701244813278,hide
1.0,1410.253281,-0.35552649337548614,0.991701244813278,hide
1.0,1542.637238,-0.1459607564821912,0.991701244813278,hide
1.0,1411.546874,-0.3545247624805574,1.0,hide
1.0,1273.461458,-0.3192392120283621,0.991701244813278,hide
1.0,1545.335364,-0.28874872306635324,0.991701244813278,hide

